dt,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
20240910,08:52:00,CNR6084754,2,CID8719313,Go Sedan,Samaypur Badli,Saidulajab,6.3,44.1,0,0,0,0,0,0,259,43.59,4.4,4.9,UPI
20241208,22:15:35,CNR6766668,3,CID1452476,Go Mini,Anand Vihar ISBT,AIIMS,9,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240217,05:25:07,CNR3468004,2,CID6957072,Auto,Udyog Vihar,Sultanpur,3.7,35.8,0,0,0,0,0,0,142,37.09,4,4.4,UPI
20240808,15:35:12,CNR7770370,4,CID2692412,Auto,Aya Nagar,Rohini West,9.7,28.8,1,4,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240109,11:24:24,CNR8373762,2,CID9794478,Premier Sedan,Indraprastha,Bahadurgarh,2.1,20.9,0,0,0,0,0,0,855,37.35,4.8,4.1,UPI
20240806,07:29:34,CNR4643179,2,CID7224268,Go Mini,RK Puram,Khan Market,8.9,42.6,0,0,0,0,0,0,292,6.5,4.7,4.5,UPI
20240603,12:42:06,CNR7311651,1,CID6811415,Premier Sedan,Janakpuri,Udyog Vihar Phase 4,2.6,21.9,0,0,0,0,1,1,95,12.88,4.3,4.5,Uber Wallet
20240605,04:52:17,CNR9811206,2,CID5430571,Go Sedan,Dilshad Garden,Tilak Nagar,13.9,35.9,0,0,0,0,0,0,657,28.15,4.4,4.2,UPI
20240229,14:21:12,CNR3540471,4,CID1759294,Uber XL,Bhikaji Cama Place,Raj Nagar Extension,16.4,28.8,1,1,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241108,23:10:50,CNR2672456,2,CID9509284,Go Sedan,Badarpur,Seelampur,12.2,22.2,0,0,0,0,0,0,417,14.35,4.8,4.4,UPI
20240413,15:29:52,CNR4341522,0,CID4026996,Bike,Ambience Mall,Welcome,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240405,16:17:47,CNR5749772,3,CID8496624,Premier Sedan,Noida Film City,Faridabad Sector 15,11.2,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20241109,19:07:26,CNR7470350,2,CID3686258,Go Sedan,Rohini West,Mansarovar Park,10.3,23.8,0,0,0,0,0,0,1502,33.83,4.4,4.7,Cash
20240617,07:09:36,CNR7891359,3,CID6734401,Go Mini,Kashmere Gate,India Gate,10.5,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240817,15:49:48,CNR3464258,2,CID2660625,Premier Sedan,Vinobapuri,Hauz Khas,2.7,20.1,0,0,0,0,0,0,95,47.27,4.2,4.8,Cash
20240110,22:06:46,CNR2961599,2,CID3597748,Go Mini,Seelampur,Ardee City,9.7,24.4,0,0,0,0,0,0,103,40.25,4.2,4.9,UPI
20240119,09:29:04,CNR9867224,2,CID9694447,Go Mini,IMT Manesar,Sultanpur,12.8,20.1,0,0,0,0,0,0,415,6.62,4.1,4.3,Cash
20240916,11:08:41,CNR6800982,2,CID8520151,Bike,Laxmi Nagar,Model Town,5.9,39.7,0,0,0,0,0,0,719,12.2,4.2,3.8,Credit Card
20240311,10:13:20,CNR5689646,2,CID2282703,Bike,Saket A Block,DLF Phase 3,5.9,15.3,0,0,0,0,0,0,964,10.96,4,4.6,Cash
20240428,18:11:14,CNR6138604,2,CID5375224,eBike,Chirag Delhi,Mehrauli,13.7,19.6,0,0,0,0,0,0,1035,37.93,4.7,4.2,UPI
20241025,21:44:57,CNR6559757,4,CID6525125,Premier Sedan,Saket,Kherki Daula Toll,14.5,28.8,1,1,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241128,09:54:43,CNR4103932,2,CID4393867,eBike,Okhla,Lajpat Nagar,10.3,43,0,0,0,0,0,0,383,9.4,3.9,4.2,UPI
20241217,09:47:12,CNR6584009,2,CID4491442,Go Mini,Karol Bagh,Govindpuri,9.3,19.1,0,0,0,0,0,0,222,37.11,4.5,4.1,Credit Card
20240622,21:30:48,CNR3952721,2,CID8835840,Auto,Sikanderpur,India Gate,14.7,23.3,0,0,0,0,0,0,1034,12.6,3.7,4.5,Uber Wallet
20240905,05:59:09,CNR3095796,1,CID3406323,Auto,Ashok Vihar,IIT Delhi,6.2,12,0,0,0,0,1,3,326,3.58,4.3,4.5,UPI
20240503,16:58:27,CNR3296844,2,CID4191496,Go Sedan,Noida Sector 62,Ghaziabad,4.6,15.3,0,0,0,0,0,0,482,15.45,3.9,4.7,UPI
20241113,03:06:34,CNR6424355,2,CID2087982,Premier Sedan,Pulbangash,Dwarka Mor,7.5,17.7,0,0,0,0,0,0,423,23.33,4.1,4.9,UPI
20241221,15:05:17,CNR1411252,2,CID4559804,Auto,Akshardham,Gurgaon Sector 29,5.3,29.9,0,0,0,0,0,0,935,43.69,4.5,3.7,Uber Wallet
20240418,16:45:05,CNR8330043,3,CID9260270,eBike,Jasola,Vishwavidyalaya,9.8,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240420,12:43:10,CNR8950289,0,CID2136500,Go Sedan,Shastri Park,IGNOU Road,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240423,13:44:48,CNR7405071,2,CID9803644,Auto,Panchsheel Park,Ambience Mall,9.2,28.3,0,0,0,0,0,0,179,22.56,4.6,3.3,UPI
20240605,10:24:31,CNR3034525,4,CID8833053,Go Mini,Pitampura,Ardee City,18.1,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241009,19:20:09,CNR2788553,2,CID2278065,Go Mini,Indraprastha,Manesar,12.9,35.3,0,0,0,0,0,0,443,33.81,4.9,4.3,Credit Card
20240318,23:28:18,CNR6357616,3,CID9553019,Go Mini,Dwarka Mor,Huda City Centre,4.7,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240204,10:30:10,CNR2688619,2,CID8720326,Bike,Lajpat Nagar,IMT Manesar,2.8,22.8,0,0,0,0,0,0,1002,41.2,4.7,4.6,Cash
20240428,19:01:19,CNR4221954,2,CID7361589,Auto,Rohini East,Saket A Block,4.4,20.1,0,0,0,0,0,0,607,15.81,3.8,5,Cash
20241127,18:44:22,CNR8240797,2,CID9731204,Auto,Raj Nagar Extension,DLF City Court,2.3,33.1,0,0,0,0,0,0,560,27.63,4.6,4.4,UPI
20240110,21:24:25,CNR5311238,1,CID9829915,Auto,Vasant Kunj,Kaushambi,2,25.6,0,0,0,0,1,2,370,10.64,4.3,4.5,Cash
20240126,16:15:47,CNR6406711,0,CID7433752,Bike,Nawada,Shahdara,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240912,05:46:09,CNR5335761,3,CID2234599,Auto,Mayur Vihar,Mandi House,8.8,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240823,18:06:28,CNR5300873,4,CID2010122,Bike,Paharganj,Manesar,6.7,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240119,17:27:35,CNR5242522,0,CID2879181,Go Mini,Narsinghpur,Munirka,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240905,14:18:33,CNR7293445,2,CID1996350,Bike,Central Secretariat,Laxmi Nagar,12.8,25.1,0,0,0,0,0,0,482,7.49,3.2,4.3,Cash
20240626,18:29:37,CNR2604443,2,CID5543957,eBike,Mundka,Shastri Nagar,9.6,44.9,0,0,0,0,0,0,395,6.4,4.5,3.7,UPI
20240725,08:50:19,CNR6009056,2,CID7485409,Bike,ITO,Vinobapuri,14,35.6,0,0,0,0,0,0,529,24.89,4.1,4.3,Cash
20240801,15:40:14,CNR1589009,2,CID4656038,Go Sedan,Sohna Road,Saket,6.9,30.2,0,0,0,0,0,0,434,2.95,3.3,4.9,Uber Wallet
20240226,22:11:55,CNR3750754,2,CID6657767,Auto,Model Town,Delhi Gate,3.5,38.9,0,0,0,0,0,0,546,45.19,4,3.5,Credit Card
20240418,22:40:39,CNR1419915,2,CID2102892,Auto,Patel Chowk,GTB Nagar,10.5,32.3,0,0,0,0,0,0,57,36.35,4.4,4.1,UPI
20240331,07:15:57,CNR7486786,2,CID9757207,Go Mini,Subhash Nagar,Bahadurgarh,9.1,25.7,0,0,0,0,0,0,410,38.1,4,4.2,Credit Card
20240710,16:04:36,CNR2254930,4,CID7924641,Go Mini,Greater Kailash,Palam Vihar,19.8,28.8,1,3,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240428,16:34:32,CNR7561855,2,CID3845678,Go Mini,Indirapuram,Nehru Place,14.2,25.5,0,0,0,0,0,0,696,41.33,4.1,3.8,Cash
20240419,14:09:41,CNR4812479,3,CID7875567,eBike,DLF City Court,Basai Dhankot,11.2,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20241114,16:23:12,CNR8531841,2,CID2893846,Premier Sedan,Noida Sector 18,DLF City Court,11.6,17.2,0,0,0,0,0,0,76,30.74,4.7,4.7,UPI
20240909,12:26:13,CNR6187299,2,CID5088528,Uber XL,Pataudi Chowk,Old Gurgaon,12.4,42.2,0,0,0,0,0,0,220,32.27,4,4.6,Cash
20241027,11:22:12,CNR8827545,2,CID5131030,Auto,Patel Chowk,Rohini West,6.1,29.6,0,0,0,0,0,0,989,43.53,4.8,4.7,Cash
20241220,06:04:11,CNR7734624,2,CID2873650,Auto,Dilshad Garden,Ashok Park Main,7.1,24.8,0,0,0,0,0,0,761,28.74,4.3,5,UPI
20240814,17:50:38,CNR9350677,2,CID5985943,Go Mini,Delhi Gate,Uttam Nagar,3.4,32.5,0,0,0,0,0,0,345,33.4,4,4.2,Credit Card
20240816,09:03:11,CNR9868774,2,CID6059543,Bike,Adarsh Nagar,Paschim Vihar,13,17.3,0,0,0,0,0,0,717,23.2,4.1,4.3,UPI
20240322,03:32:19,CNR6113841,1,CID6678768,Go Sedan,Kashmere Gate ISBT,DLF Phase 3,6.3,12.7,0,0,0,0,1,1,684,1.6,4.3,4.5,UPI
20241230,13:55:44,CNR8874379,2,CID9572320,Uber XL,Paschim Vihar,Rohini East,13.1,39.6,0,0,0,0,0,0,520,40.41,4.2,4.5,Debit Card
20240305,14:04:48,CNR4137938,2,CID4519431,Premier Sedan,Okhla,Bhikaji Cama Place,10.7,40.7,0,0,0,0,0,0,595,32.42,4.3,4.3,UPI
20240708,00:50:30,CNR6907965,3,CID6105196,Bike,Laxmi Nagar,Sohna Road,7.3,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240421,19:22:58,CNR8868927,1,CID2664954,eBike,Model Town,Rohini East,2.9,15.6,0,0,0,0,1,3,1060,18.17,4.3,4.5,UPI
20240425,19:49:35,CNR5387286,2,CID6518338,Bike,Sikanderpur,Badshahpur,6.9,41.9,0,0,0,0,0,0,645,17.51,4.4,4.2,UPI
20240811,13:40:09,CNR3327359,3,CID5843210,Go Mini,Ardee City,Faridabad Sector 15,10.7,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240618,12:46:15,CNR6158399,2,CID5832634,Go Sedan,Raj Nagar Extension,Ramesh Nagar,11.9,34.3,0,0,0,0,0,0,182,31.81,4.2,4.5,Cash
20240805,16:47:27,CNR5599779,2,CID9446363,Go Sedan,Rohini East,Central Secretariat,9.8,24.4,0,0,0,0,0,0,569,47.03,3.5,4.2,Cash
20240817,11:06:30,CNR4905176,2,CID2810000,Auto,Sonipat,Samaypur Badli,7.4,36.2,0,0,0,0,0,0,607,43.51,4.9,4.1,Cash
20240419,14:55:32,CNR1436199,2,CID5609641,Premier Sedan,Rohini,ITO,12.5,21.2,0,0,0,0,0,0,480,3.15,3.2,3.1,Cash
20240718,18:03:34,CNR4511495,3,CID3308432,Auto,Anand Vihar,INA Market,5.9,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240320,23:27:58,CNR1669836,2,CID2595416,Auto,Karol Bagh,Pulbangash,9.3,23.5,0,0,0,0,0,0,541,26.04,4.3,4.6,UPI
20240412,18:53:08,CNR8314590,2,CID3828833,Auto,Janakpuri,Subhash Nagar,11.4,33.8,0,0,0,0,0,0,823,23.96,4.1,4.2,Debit Card
20240105,16:05:25,CNR9604144,4,CID4109473,Bike,Narsinghpur,Udyog Vihar,14.6,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240127,16:59:23,CNR4045085,2,CID4007755,Auto,Sultanpur,Kirti Nagar,5.4,20.3,0,0,0,0,0,0,698,41.04,4.9,5,Cash
20241111,21:55:21,CNR4088495,2,CID1518686,Go Mini,GTB Nagar,Rajouri Garden,3.2,39.1,0,0,0,0,0,0,324,10.89,4.3,4.2,UPI
20240303,03:52:45,CNR6634564,3,CID6210672,Bike,Vishwavidyalaya,Shivaji Park,6.7,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240104,20:14:50,CNR3291543,2,CID9962541,Auto,Khandsa,Sarojini Nagar,11.2,42.3,0,0,0,0,0,0,59,24.34,4.3,4.8,UPI
20240109,16:09:18,CNR7046861,3,CID1399574,Auto,Inderlok,Rohini East,12,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240219,09:25:56,CNR4108601,3,CID2283651,Go Mini,Khan Market,Karkarduma,8.5,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20241202,16:47:43,CNR9682194,4,CID2527417,Auto,Badshahpur,Rajouri Garden,7.1,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240415,20:32:11,CNR1171168,2,CID7968414,Premier Sedan,Yamuna Bank,Ramesh Nagar,14,40,0,0,0,0,0,0,1397,46.62,4.2,4.5,UPI
20240907,16:24:19,CNR3631840,1,CID5403427,Auto,Vinobapuri,Noida Extension,3.3,29.5,0,0,0,0,1,1,966,8.52,4.3,4.5,Cash
20240216,09:00:13,CNR2900269,2,CID4111774,Auto,Palam Vihar,Huda City Centre,14,35.7,0,0,0,0,0,0,428,27.06,4.3,4.6,Debit Card
20240619,11:50:00,CNR7033654,2,CID6525483,Bike,Gwal Pahari,Akshardham,7.8,38.7,0,0,0,0,0,0,246,7.87,4.3,4.5,Credit Card
20240901,11:54:01,CNR6945367,1,CID2724197,Premier Sedan,Noida Sector 18,Basai Dhankot,2.5,26,0,0,0,0,1,2,1595,8.84,4.3,4.5,UPI
20241130,16:32:04,CNR9068066,2,CID5618214,Bike,Vasant Kunj,Tughlakabad,14.8,21.4,0,0,0,0,0,0,673,12.85,4.3,4.4,Debit Card
20240731,17:39:44,CNR2164354,0,CID7326526,Go Mini,Sikanderpur,Azadpur,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240106,22:24:29,CNR6682855,2,CID1673656,Uber XL,Subhash Chowk,Tughlakabad,7.1,38.9,0,0,0,0,0,0,494,13.27,3.3,4.8,UPI
20240514,08:17:49,CNR1315495,2,CID3714825,Uber XL,Vatika Chowk,Huda City Centre,9.2,23.1,0,0,0,0,0,0,349,22.25,4.2,5,Uber Wallet
20241204,21:51:11,CNR1184439,0,CID7313807,Auto,Chandni Chowk,Tis Hazari,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240718,17:17:35,CNR2251513,2,CID8902736,Auto,Udyog Vihar,Munirka,8.4,28.5,0,0,0,0,0,0,55,29.83,4.2,3.5,Cash
20241227,22:19:52,CNR1170058,2,CID4299656,Bike,Delhi Gate,Mayur Vihar,7.2,44,0,0,0,0,0,0,303,18.4,4.3,5,UPI
20240814,16:54:34,CNR9545025,0,CID8465444,Auto,Mundka,Ashok Vihar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241124,08:55:40,CNR7183611,2,CID5734197,Auto,Panchsheel Park,Indraprastha,8,22,0,0,0,0,0,0,960,39.15,4,4.2,UPI
20240516,09:57:56,CNR4680395,4,CID3111529,eBike,Noida Film City,Chanakyapuri,13.1,28.8,1,5,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240404,12:50:59,CNR4665987,2,CID1532084,Bike,Manesar,Green Park,7.3,40.1,0,0,0,0,0,0,339,34.77,4.8,3.8,UPI
20240929,16:25:27,CNR2773132,2,CID1583242,Go Sedan,Chirag Delhi,Pulbangash,11.7,44.6,0,0,0,0,0,0,1271,35.6,4.4,4.6,Uber Wallet
20240123,08:44:59,CNR2528568,0,CID6103032,Bike,Paschim Vihar,Patel Chowk,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240605,19:49:45,CNR3060344,2,CID3393856,Go Sedan,Netaji Subhash Place,Shahdara,2.8,31.9,0,0,0,0,0,0,497,17.41,4.5,4.3,UPI
20240614,11:10:45,CNR3982550,2,CID5472014,Go Sedan,Kanhaiya Nagar,Dwarka Sector 21,14.5,33.6,0,0,0,0,0,0,894,9.9,4.2,4.5,Cash
20241130,18:20:40,CNR5131527,3,CID1646182,Go Mini,Jor Bagh,AIIMS,9.8,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20241027,11:08:39,CNR9100135,2,CID4239816,eBike,Bhikaji Cama Place,Udyog Vihar Phase 4,9.7,38.2,0,0,0,0,0,0,709,41.96,3.9,4.2,Credit Card
20240703,12:40:16,CNR7910616,2,CID4302753,Premier Sedan,Kashmere Gate,New Delhi Railway Station,7.6,40.5,0,0,0,0,0,0,54,22.52,3.1,4.9,UPI
20240911,12:46:48,CNR6142731,2,CID1548247,Auto,Noida Extension,Aya Nagar,8,39.4,0,0,0,0,0,0,419,44.1,4.3,4.3,UPI
20240829,16:23:13,CNR9900052,2,CID8250025,Premier Sedan,Rohini East,Sikanderpur,12.7,18.7,0,0,0,0,0,0,446,40.87,4.7,4.2,Uber Wallet
20240515,17:21:37,CNR6716663,2,CID6574826,Go Mini,AIIMS,Basai Dhankot,10.5,27.3,0,0,0,0,0,0,236,13.23,5,3.9,Credit Card
20240702,12:38:12,CNR9208539,3,CID1788407,Auto,Rohini,MG Road,9.1,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240730,17:49:00,CNR3500965,4,CID7733696,Go Sedan,Tis Hazari,Kaushambi,7.4,28.8,1,5,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240125,03:47:28,CNR6278482,2,CID3263150,Auto,Ardee City,Sarojini Nagar,12.3,23.1,0,0,0,0,0,0,87,4.29,3.6,4.2,UPI
20240115,14:32:12,CNR3243893,3,CID9216842,Uber XL,Vasant Kunj,Khandsa,9.2,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240416,19:00:28,CNR9659936,2,CID4956912,Go Mini,Dilshad Garden,Sarai Kale Khan,7.3,21.7,0,0,0,0,0,0,617,41.8,4.2,4.7,Uber Wallet
20240909,15:28:16,CNR8216004,3,CID1276090,Bike,GTB Nagar,Huda City Centre,7.6,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240128,23:23:08,CNR1951647,2,CID4298865,Bike,Ghitorni,Lajpat Nagar,12.5,24.6,0,0,0,0,0,0,969,17.03,4,4.9,Debit Card
20240907,22:13:42,CNR2379547,1,CID2705348,Auto,Samaypur Badli,Ashram,3.9,13.7,0,0,0,0,1,1,364,11.4,4.3,4.5,Debit Card
20241228,08:26:53,CNR3017286,1,CID9650452,Go Sedan,Kanhaiya Nagar,Sonipat,2.3,24,0,0,0,0,1,2,1075,1.04,4.3,4.5,UPI
20241107,11:28:40,CNR4914231,2,CID6539029,Auto,Bahadurgarh,Cyber Hub,3,15.5,0,0,0,0,0,0,62,41.4,4.6,4.9,Debit Card
20240819,17:14:29,CNR4273836,3,CID1570203,Auto,India Gate,Green Park,11.3,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240113,20:30:24,CNR4123333,2,CID8362919,Premier Sedan,New Delhi Railway Station,Munirka,13.7,15.3,0,0,0,0,0,0,854,34.08,4.4,4.7,UPI
20240528,11:40:09,CNR1466157,2,CID4911154,Auto,Ghitorni,Akshardham,5.8,43.8,0,0,0,0,0,0,427,27.65,4.6,5,UPI
20240630,18:30:02,CNR6252810,1,CID1676598,Auto,Saket,Chhatarpur,9.1,12.6,0,0,0,0,1,2,3672,13.48,4.3,4.5,UPI
20240318,19:29:17,CNR3065040,0,CID9306171,eBike,Samaypur Badli,Mansarovar Park,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240525,10:49:00,CNR1872412,2,CID1488343,eBike,Civil Lines Gurgaon,Kaushambi,12.1,27.3,0,0,0,0,0,0,342,39.79,4.3,4.6,UPI
20240530,12:04:49,CNR3505804,4,CID5739855,Premier Sedan,Manesar,New Delhi Railway Station,9.6,28.8,1,1,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241018,18:25:38,CNR8597614,3,CID4986721,Uber XL,Aya Nagar,Model Town,10.6,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20241222,19:17:33,CNR4626144,2,CID3726789,Go Mini,Chanakyapuri,Basai Dhankot,10.2,36,0,0,0,0,0,0,1541,32.08,3.6,3.7,UPI
20240106,17:35:27,CNR4668045,0,CID5549340,Bike,Gurgaon Sector 56,Azadpur,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240601,20:24:31,CNR9531333,2,CID5941379,Premier Sedan,Kanhaiya Nagar,Ardee City,5.3,15.8,0,0,0,0,0,0,313,2.14,4.9,3.7,Credit Card
20241018,08:51:25,CNR2694854,2,CID6764468,Auto,Manesar,Madipur,6.5,21.7,0,0,0,0,0,0,317,36.1,4.3,4.1,Cash
20240213,05:13:43,CNR4123624,2,CID5131770,Auto,Ashok Park Main,Noida Extension,14.9,31.8,0,0,0,0,0,0,916,8.63,4.5,4.1,Credit Card
20241106,02:04:48,CNR3764070,3,CID6977316,Auto,Tilak Nagar,Mundka,3.8,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240717,19:41:31,CNR3509394,4,CID3999821,eBike,Gurgaon Sector 56,Model Town,11,28.8,1,1,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241121,10:45:34,CNR7487948,1,CID9755383,Go Sedan,Saket A Block,Yamuna Bank,3.1,18.5,0,0,0,0,1,2,161,18.26,4.3,4.5,Uber Wallet
20240827,19:26:59,CNR5149193,2,CID5915843,Bike,Model Town,Hauz Rani,6.6,19.7,0,0,0,0,0,0,363,7.35,4.3,5,UPI
20240719,10:12:07,CNR2094106,2,CID9554096,Premier Sedan,Dwarka Sector 21,Greater Noida,2.5,43.3,0,0,0,0,0,0,449,16.78,4.6,5,Cash
20241028,20:21:13,CNR7424094,2,CID6706407,Premier Sedan,INA Market,Faridabad Sector 15,3.3,16,0,0,0,0,0,0,297,29.75,4.6,4.7,UPI
20241010,19:40:18,CNR6115156,3,CID8547232,eBike,Ashok Vihar,Vinobapuri,3.4,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240908,07:34:23,CNR8622310,2,CID2018614,Go Sedan,Seelampur,Narsinghpur,9.6,20.5,0,0,0,0,0,0,131,9.44,3.7,3.7,Cash
20240827,05:29:24,CNR3601232,2,CID1916721,Auto,Panipat,Ghaziabad,2.7,29.7,0,0,0,0,0,0,496,26.99,4.2,4.3,UPI
20240219,20:51:01,CNR8252781,1,CID3641457,Premier Sedan,Palam Vihar,Rohini West,9.1,23.1,0,0,0,0,1,1,351,7.52,4.3,4.5,UPI
20240615,17:37:31,CNR4563284,2,CID6027843,Go Sedan,Moolchand,IIT Delhi,10.7,33,0,0,0,0,0,0,485,45.22,4.4,3.8,Cash
20240724,15:29:48,CNR5110951,3,CID7860302,Premier Sedan,Mundka,Mandi House,6,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240410,21:27:41,CNR2696496,2,CID7322504,Bike,Faridabad Sector 15,Sarojini Nagar,3.4,37,0,0,0,0,0,0,378,41.85,4.4,4.9,Credit Card
20240424,20:39:44,CNR9269849,3,CID3006380,Go Sedan,Karol Bagh,New Colony,5.2,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240420,18:24:38,CNR3124877,2,CID6859829,Bike,Chanakyapuri,DLF City Court,9.7,43.7,0,0,0,0,0,0,443,23.79,4.6,3.9,Debit Card
20240228,19:20:33,CNR2688661,3,CID2733757,Go Sedan,Sushant Lok,Sohna Road,7.9,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240207,09:59:32,CNR2289503,0,CID8981415,Bike,Green Park,Pitampura,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240206,19:06:52,CNR9396122,1,CID4345125,Bike,Vasant Kunj,Mansarovar Park,6.6,20.2,0,0,0,0,1,3,59,8.94,4.3,4.5,UPI
20240229,20:30:53,CNR9876700,2,CID3404058,Bike,Basai Dhankot,Manesar,2.8,31.1,0,0,0,0,0,0,236,34.01,4.1,4.3,UPI
20240325,15:55:35,CNR3049045,4,CID5187062,eBike,Golf Course Road,Kashmere Gate,12.9,28.8,1,1,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240128,04:19:27,CNR5389102,2,CID5738668,Auto,Paschim Vihar,Ashok Vihar,15,28.7,0,0,0,0,0,0,402,20.95,4.4,3.7,Debit Card
20240302,17:25:22,CNR7496863,2,CID7227282,Auto,Kirti Nagar,Yamuna Bank,11.9,28.9,0,0,0,0,0,0,1299,37.14,4.4,4.9,Cash
20240629,12:04:44,CNR1334867,3,CID6583083,Go Sedan,India Gate,Janakpuri,6.7,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240404,09:19:51,CNR8283649,2,CID1792449,Auto,Khan Market,Gurgaon Sector 56,11,20.1,0,0,0,0,0,0,796,17.79,4.7,4.1,UPI
20240513,16:52:49,CNR1695138,0,CID5704634,Auto,Indirapuram,Kherki Daula Toll,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240605,14:35:02,CNR9870509,2,CID2675412,Go Sedan,Madipur,Moolchand,2.9,38.8,0,0,0,0,0,0,803,38.42,3.3,4.3,Cash
20240222,14:43:21,CNR8811106,2,CID6389908,Go Mini,Okhla,Panipat,6.5,44.8,0,0,0,0,0,0,903,42.16,4.2,4.7,UPI
20240217,22:58:43,CNR2567825,2,CID2933220,eBike,Kadarpur,Lok Kalyan Marg,8.4,42.6,0,0,0,0,0,0,3833,29.71,4.3,4.9,Uber Wallet
20240908,16:15:07,CNR3968407,2,CID7487223,Go Mini,Delhi Gate,Old Gurgaon,2.2,42,0,0,0,0,0,0,706,45.82,4.6,4.1,UPI
20240401,17:02:41,CNR1345638,2,CID2329225,Premier Sedan,Malviya Nagar,Ashram,11.6,29.3,0,0,0,0,0,0,1390,36.07,4.3,3.8,Cash
20240604,09:09:30,CNR6020827,3,CID3371560,Bike,Hauz Rani,Subhash Chowk,8.2,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240623,17:58:58,CNR3917159,4,CID8304369,Bike,New Colony,Rohini West,8.8,28.8,1,1,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240512,17:20:52,CNR7871852,0,CID3918519,Go Mini,Noida Sector 62,Netaji Subhash Place,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
